2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Albuquerque | none at the moment |,0,,0,,,,Albuquerque,none at the moment,Influenza,adults greater than and equal to 18 years of age,Pipeline,Potential,7/23/2026,11/13/2026,,,150,7120,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | none at the tmoment |,0,,0,,,,Albuquerque,none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,2/2/2026,02/02/2027,,,10,6069,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | OAB58677 |,50,,0,,,,Albuquerque,OAB58677,HPV Vaccine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,1/1/2026,01/01/2027,,,50,5026,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | OAB71527 |,50,,18,,,,Albuquerque,OAB71527,Shingles,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,3/31/2026,03/31/2027,,,160,5055,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | PAB72224 |,0,,0,,,,Albuquerque,PAB72224,Glabeller Lines,18 to 65 years of age,Pipeline,Pre-award,5/2/2026,05/29/2026,,,10,6102,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | PAB78438 |,0,,0,,,,Albuquerque,PAB78438,Type 2 Diabetes,adults greater than and equal to 18 years of age,Pipeline,Pre-award,7/1/2026,07/01/2027,,,10,6052,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-GI-002-Kiriluk |,0,,0,,,,Avicenna - Affiliate,02-GI-002-Kiriluk,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,1/17/2023,,,,,1719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque | VX24-548-111 |,8,,4,,,,Albuquerque,VX24-548-111,Diabetic Neuropathy,adults greater than and equal to 18 years of age,Archive,Not Selected,4/22/2026,04/23/2027,,,3,6942,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | VXB241-002 |,0,,0,,,,Albuquerque,VXB241-002,RSV Vaccine,> 60 years of age,Pipeline,Pre-award,4/1/2026,04/01/2027,,,8,6987,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 1404-0071 |,50,,38,,,,AOM (Brooklyn),1404-0071,Obesity,18 to 49 years of age,Pipeline,Potential,4/1/2026,03/31/2028,,,50,3456,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 20230219 |,3,,2,,,,AOM (Brooklyn),20230219,Gout,adults greater than and equal to 18 years of age,Archive,DM Declined,03/17/2026,06/17/2027,,,3,6839,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 218139 |,200,,140,,,,AOM (Brooklyn),218139,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,200,2637,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 218741 |,50,,35,,,,AOM (Brooklyn),218741,RSV_Flu Vaccine,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,50,3021,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 221847 |,100,,80,,,,AOM (Brooklyn),221847,COVID-19,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,10/01/2026,04/16/2027,,,225,4998,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 23-14695 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3589,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 276498 |,30,,15,,,,AOM (Brooklyn),276498,Combined Covid + Influenza Vaccine,18 to 49 years of age,Pipeline,Potential,04/01/2026,05/01/2027,,,30,4679,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 289318 |,15,,0,,,,AOM (Brooklyn),289318,Chronic Sinusitis,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,4637,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 777806 |,10,,0,,,,AOM (Brooklyn),777806,Diabetic Neuropathy,18 to 49 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,4743,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | 80120522 |,45,,20,,,,AOM (Brooklyn),80120522,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,07/01/2026,,,45,4899,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | C4931009 |,75,,60,,,,AOM (Brooklyn),C4931009,Pneumococcal,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,04/21/2026,08/17/2026,,,212,4932,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | C4931014 |,60,,40,,,,AOM (Brooklyn),C4931014,Pneumococcal,> 65 years of age,Pipeline,On Hold/Postponed,04/03/2026,06/12/2026,,,50,4959,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | D6972C00002/D6972C00003 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,3124,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-GI-002-Yapp |,0,,0,,,,Avicenna - Affiliate,02-GI-002-Yapp,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,01/17/2023,,,,,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOM (Brooklyn) | D7265C00001 |,8,,6,,,,AOM (Brooklyn),D7265C00001,Chronic Kidney Disease,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,06/06/2026,3/1/2028,,,8,7140,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | D7266C00001 |,13,,11,,,,AOM (Brooklyn),D7266C00001,CVOT,adults greater than and equal to 18 years of age,Pipeline,FQ Submitted,07/06/2026,3/15/2027,,,13,6999,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | ELU42 |,10,,8,,,,AOM (Brooklyn),ELU42,Diabetic Foot Ulcer,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,5/22/2026,,,10,6024,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | ENERGI-F703-04 |,8,,5,,,,AOM (Brooklyn),ENERGI-F703-04,Diabetic Foot Ulcer,adults greater than and equal to 18 years of age,Startup,Site Selected,05/06/2026,6/30/2026,,,8,7093,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,1,1,2,1,1,1,1,1,0,1,0
AOM (Brooklyn) | ERN: 7083 |,50,,35,,,,AOM (Brooklyn),ERN: 7083,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,4/1/2027,,,50,2304,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | J3L-MC-EZEF |,15,,12,,,,AOM (Brooklyn),J3L-MC-EZEF,Atherosclerotic cardiovascular disease,adults greater than and equal to 18 years of age,Pipeline,Potential,04/01/2026,11/28/2026,,,15,6010,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | MAB02735 |,80,,64,,,,AOM (Brooklyn),MAB02735,RSV Vaccine,18 to 49 years of age,Pipeline,Potential,08/01/2026,8/31/2026,,,100,4218,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
AOM (Brooklyn) | MAB39093 |,10,,7,,,,AOM (Brooklyn),MAB39093,Heart Failure,18 to 49 years of age,Pipeline,Potential,04/01/2026,10/1/2028,,,10,4794,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | mRNA-1189-P301 |,15,,12,,,,AOM (Brooklyn),mRNA-1189-P301,Epstein Barr,Teenage (12 to 17),Pipeline,Potential,04/01/2026,4/1/2027,,,15,2837,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
AOM (Brooklyn) | mRNA-1468-P301 |,150,,120,,,,AOM (Brooklyn),mRNA-1468-P301,Herpes Zoster,Elderly Adults (50+),Pipeline,On Hold/Postponed,06/01/2026,6/1/2027,,,150,2484,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | None at the moment |,200,,0,,,,AOM (Brooklyn),None at the moment,Cancer Screening,50 to 80 years of age,Pipeline,Pre-award,01/17/2026,1/18/2027,,,200,5633,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | None at the moment |,2,,0,,,,AOM (Brooklyn),None at the moment,Acute Respiratory,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,1/1/2027,,,2,5712,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | None at the moment |,0,,0,,,,AOM (Brooklyn),None at the moment,Herpes Zoster,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,4/1/2027,,,10,5803,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | None at the moment |,0,,0,,,,AOM (Brooklyn),None at the moment,Urticaria,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,4/1/2027,,,10,5917,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | None at the moment |,0,,0,,,,AOM (Brooklyn),None at the moment,Hypothyroidism,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,1/1/2027,,,8,5924,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,Pneumococcal,50 to 80 years of age,Pipeline,Pre-award,03/01/2026,5/31/2026,,,75,5960,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,Pulmonary Hypertension,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,1/1/2027,,,10,6065,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,HSV,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,4/1/2027,,,10,6186,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,Erectile Dysfunction,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,01/01/2026,7/31/2026,,,21,6199,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,CVOT,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,7/1/2026,7/31/2027,,,125,6369,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,IBS,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,6437,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,Chronic Pain,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,20,6445,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,colorectal cancer (CRC),"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/30/2026,04/30/2027,,,8,6734,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the moment |,0,,0,,,,AOM (Brooklyn),none at the moment,Chronic Cough,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,05/02/2026,02/28/2027,,,36,7105,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | none at the tmoment |,0,,0,,,,AOM (Brooklyn),none at the tmoment,Migraine,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,02/02/2026,02/02/2027,,,10,6086,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | OAB71527 |,50,,18,,,,AOM (Brooklyn),OAB71527,Shingles,"18 to 75 Years (Adults, Older Adults)",Pipeline,FQ Submitted,03/31/2026,03/31/2027,,,160,5054,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | R3500 |,10,,8,,,,AOM (Brooklyn),R3500,Asthma,12 years of age and older,Archive,Not Selected,04/03/2026,04/01/2027,,,11,5949,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
AOM (Brooklyn) | RAB35102 |,8,,5,,,,AOM (Brooklyn),RAB35102,Lyme,18 to 55 years of age,Pipeline,Potential,05/08/2026,05/30/2026,,,8,7084,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | ST-1891-301 |,N/A,,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,2766,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AOM (Brooklyn) | V201_05 |,250,,0,,,,AOM (Brooklyn),V201_05,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,03/01/2027,05/31/2027,,,250,4188,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AOM (Brooklyn) | VAX31-104 |,60,,48,,,,AOM (Brooklyn),VAX31-104,Pneumococcal,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,60,2509,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 1378-0021 |,4,,4,,,,Bellaire,1378-0021,Hypertension,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,4,4337,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 1404-0051 |,10,,8,,,,Bellaire,1404-0051,Obesity,Adolescent (5 to 12),Pipeline,Potential,04/11/2026,04/11/2028,,,10,3458,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 20230219 |,3,,2,,,,Bellaire,20230219,Gout,adults greater than and equal to 18 years of age,Archive,DM Declined,3/17/2026,06/17/2027,,,3,6840,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 218130 |,150,,100,,,,Bellaire,218130,Influenza,> 65 years of age,Startup,Site Selected,09/01/2026,10/30/2026,,,150,2464,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 218132 |,80,,60,,,,Bellaire,218132,Influenza,18 to 49 years of age,Pipeline,PSV Completed,10/01/2026,12/15/2026,,,150,2465,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 218139 |,200,,140,,,,Bellaire,218139,Influenza,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,200,2466,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 218741 |,50,,35,,,,Bellaire,218741,RSV_Flu Vaccine,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,04/01/2027,,,50,3018,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 221847 |,200,,160,,,,Bellaire,221847,COVID-19,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,10/1/2026,04/16/2027,,,250,4999,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 24073 |,12,,6,,,,Bellaire,24073,Major Depressive Disorder,18 to 49 years of age,Pipeline,Potential,4/2/2026,04/02/2027,,,12,4677,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 283275 |,10,,7,,,,Bellaire,283275,COVID-19,18 to 49 years of age,Pipeline,Potential,4/1/2026,04/01/2027,,,10,5072,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 293273 |,10,,7,,,,Bellaire,293273,COVID-19,18 to 49 years of age,Pipeline,Potential,4/1/2026,4/1/2027,,,10,5071,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 294110 |,10,,0,,,,Bellaire,294110,Restless Legs Syndrome,18 to 49 years of age,Pipeline,Pre-award,4/1/2026,04/01/2027,,,10,5450,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07 |,0,,0,,,,Avicenna - Affiliate,2018-07,Others,"18 to 75 Years (Adults, Older Adults)",Enrolling,Enrolling,1/17/2023,,,,,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150-301-008 |,10,,0,,,,Avicenna - Affiliate,3150-301-008,Others,≥ 21 and < 65 years of age,Enrolling,Enrolling,1/23/2023,01/23/2024,,,10,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albuquerque | C4591081 |,135,,135,,,,Albuquerque,C4591081,COVID-19,50 to 65 years of age,Maintenance,Maintenance,1/9/2026,06/15/2026,,,200,6754,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 777082 |,4,,4,,,,Bellaire,777082,Alzheimer's Disease,Elderly Adults (50+),Archive,CRO Not Selected,4/1/2026,06/28/2026,,,4,4450,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | 80120522 |,45,,20,,,,Bellaire,80120522,Obesity,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,4/1/2026,07/01/2026,,,45,4898,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | C4591081 |,135,,135,,,,Bellaire,C4591081,COVID-19,50 to 65 years of age,Maintenance,Maintenance,1/29/2026,06/15/2026,,,120,6751,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque | NN9838-7909 |,10,,7,,,,Albuquerque,NN9838-7909,Obesity,adults greater than and equal to 18 years of age,Archive,Canceled,4/1/2026,07/17/2026,,,16,6929,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,10,5,6,5,2,2,0,0,0,0,,,,,,
Bellaire | ALN-AGT01-008 |,10,,8,,,,Bellaire,ALN-AGT01-008,Hypertension,18 to 49 years of age,Pipeline,FQ Submitted,5/1/2026,04/01/2027,,,20,5882,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
Albuquerque | VBD00002 |,80,,64,,,,Albuquerque,VBD00002,RSV Vaccine,Elderly Adults (50+),Pipeline,On Hold/Postponed,10/02/2027,,,,100,3976,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | BC #139639-01 |,10,,0,,,,Bellaire,BC #139639-01,UTI,adults greater than and equal to 18 years of age,Pipeline,Pre-award,04/01/2026,04/01/2027,,,10,5456,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | BC#136259-01 | Study 3,5,,5,,,,Bellaire,BC#136259-01,Pneumococcal,"Healthy Toddlers, Children & Adolescents",Archive,CRO Not Selected,04/01/2026,01/30/2027,,,5,4614,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | BC#139082-01 |,10,,0,,,,Bellaire,BC#139082-01,Restless Legs Syndrome,"18 to 75 Years (Adults, Older Adults)",Pipeline,Pre-award,04/01/2026,06/26/2026,,,10,5427,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | C4931009 |,75,,60,,,,Bellaire,C4931009,Pneumococcal,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,04/21/2026,08/17/2026,,,212,4931,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | C4931014 |,60,,40,,,,Bellaire,C4931014,Pneumococcal,> 65 years of age,Pipeline,On Hold/Postponed,04/03/2026,06/12/2026,,,50,4960,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | C5301007/ERN 7053 |,60,,40,,,,Bellaire,C5301007/ERN 7053,Migraine,18 to 49 years of age,Pipeline,On Hold/Postponed,01/01/2026,06/17/2029,,,60,2293,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | C6271002 |,181,,153,,,,Bellaire,C6271002,Influenza,adults greater than and equal to 18 years of age,Pipeline,On Hold/Postponed,09/05/2026,10/01/2026,,,215,6414,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | CTP2S2911A4B2 |,5,,3,,,,Bellaire,CTP2S2911A4B2,Major Depressive Disorder,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,11/30/2026,,,8,5692,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | CV2 SARS-COV2-014/123336-01/220749 |,40,,20,,,,Bellaire,CV2 SARS-COV2-014/123336-01/220749,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,01/01/2026,06/01/2026,,,40,2723,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | ELU42 |,10,,8,,,,Bellaire,ELU42,Diabetic Foot Ulcer,"18 to 75 Years (Adults, Older Adults)",Pipeline,Potential,04/01/2026,05/22/2026,,,10,6025,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | ERN 7158 |,50,,30,,,,Bellaire,ERN 7158,Streptococcus,18 to 49 years of age,Archive,CRO Not Selected,04/01/2026,06/25/2027,,,20,2670,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | ERN 7601 |,10,,7,,,,Bellaire,ERN 7601,Major Depressive Disorder,18 to 49 years of age,Pipeline,Potential,04/01/2026,04/01/2027,,,10,4793,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bellaire | ERN: 7083 |,50,,35,,,,Bellaire,ERN: 7083,COVID-19,18 to 49 years of age,Pipeline,On Hold/Postponed,04/01/2026,4/1/2027,,,50,2301,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
